UnitCode,ParkName,Location,AccountYear,MonthName,MonthNum,TripDay,Date,CommercialActivity,Park,Preserve,BC,FC,Coast,Wilderness,UserDays
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,July,7,12,2007-07-12,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,52
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,July,7,17,2007-07-17,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,66
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,July,7,20,2007-07-20,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,51
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,July,7,25,2007-07-25,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,36
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,July,7,28,2007-07-28,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,43
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,June,6,11,2007-06-11,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,30
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,June,6,14,2007-06-14,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,16
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,June,6,19,2007-06-19,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,14
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,June,6,22,2007-06-22,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,26
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,June,6,27,2007-06-27,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,28
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,June,6,30,2007-06-30,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,39
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,September,9,2,2007-09-02,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,44
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,September,9,7,2007-09-07,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,36
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,September,9,12,2007-09-12,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,5
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,September,9,15,2007-09-15,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,5
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,August,8,1,2007-08-01,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,44
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,August,8,4,2007-08-04,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,13
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,August,8,9,2007-08-09,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,21
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,August,8,12,2007-08-12,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,59
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,August,8,17,2007-08-17,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,36
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,August,8,22,2007-08-22,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,32
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,August,8,25,2007-08-25,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,43
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,August,8,30,2007-08-30,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,39
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,July,7,3,2007-07-03,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,42
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,July,7,6,2007-07-06,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,32
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,July,7,11,2007-07-11,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,47
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,July,7,14,2007-07-14,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,50
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,July,7,19,2007-07-19,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,58
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,July,7,22,2007-07-22,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,69
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,July,7,27,2007-07-27,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,41
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,July,7,30,2007-07-30,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,16
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,June,6,8,2007-06-08,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,17
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,June,6,13,2007-06-13,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,20
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,June,6,16,2007-06-16,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,16
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,June,6,21,2007-06-21,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,18
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,June,6,24,2007-06-24,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,28
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,June,6,29,2007-06-29,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,19
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,September,9,1,2007-09-01,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,101
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,September,9,4,2007-09-04,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,34
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,September,9,9,2007-09-09,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,11
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,September,9,14,2007-09-14,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,5
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,1,2008-08-01,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,2
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,6,2008-08-06,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,26
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,9,2008-08-09,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,21
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,14,2008-08-14,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,28
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,17,2008-08-17,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,35
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,22,2008-08-22,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,26
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,25,2008-08-25,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,20
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,30,2008-08-30,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,18
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,2,2008-07-02,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,63
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,3,2008-07-03,Guided Backpacking,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,6
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,7,2008-07-07,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,63
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,10,2008-07-10,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,55
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,13,2008-07-13,Boating Trips,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,3
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,15,2008-07-15,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,57
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,18,2008-07-18,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,50
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,23,2008-07-23,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,18
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,28,2008-07-28,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,3
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,31,2008-07-31,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,3
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,June,6,9,2008-06-09,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,35
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,June,6,12,2008-06-12,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,31
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,June,6,17,2008-06-17,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,15
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,June,6,20,2008-06-20,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,15
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,June,6,22,2008-06-22,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,15
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,June,6,25,2008-06-25,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,12
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,June,6,30,2008-06-30,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,48
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,September,9,2,2008-09-02,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,12
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,September,9,5,2008-09-05,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,31
ALAG,Alagnak Wild River,Above Braids [ALAG],2007,September,9,13,2007-09-13,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,5
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,3,2008-08-03,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,8
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,8,2008-08-08,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,21
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,11,2008-08-11,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,36
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,16,2008-08-16,Boating Trips,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,5
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,16,2008-08-16,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,43
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,19,2008-08-19,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,33
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,24,2008-08-24,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,30
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,27,2008-08-27,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,26
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,4,2008-07-04,Guided Backpacking,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,6
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,5,2008-07-05,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,83
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,8,2008-07-08,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,65
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,13,2008-07-13,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,63
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,16,2008-07-16,Boating Trips,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,3
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,16,2008-07-16,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,62
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,21,2008-07-21,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,27
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,26,2008-07-26,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,12
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,29,2008-07-29,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,5
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,June,6,10,2008-06-10,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,35
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,June,6,15,2008-06-15,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,22
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,June,6,18,2008-06-18,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,15
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,June,6,23,2008-06-23,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,12
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,June,6,28,2008-06-28,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,31
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,September,9,3,2008-09-03,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,25
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,September,9,8,2008-09-08,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,17
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,August,8,3,2009-08-03,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,11
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,August,8,1,2009-08-01,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,24
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,August,8,6,2009-08-06,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,11
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,August,8,9,2009-08-09,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,17
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,August,8,14,2009-08-14,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,6
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,August,8,19,2009-08-19,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,15
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,August,8,22,2009-08-22,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,9
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,August,8,27,2009-08-27,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,14
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,August,8,30,2009-08-30,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,10
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,July,7,4,2009-07-04,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,23
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,July,7,7,2009-07-07,Boating Trips,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,6
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,July,7,7,2009-07-07,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,52
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,July,7,10,2009-07-10,Boating Trips,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,6
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,July,7,12,2009-07-12,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,84
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,July,7,15,2009-07-15,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,53
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,July,7,20,2009-07-20,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,42
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,July,7,23,2009-07-23,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,31
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,July,7,28,2009-07-28,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,42
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,July,7,31,2009-07-31,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,29
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,June,6,9,2009-06-09,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,16
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,June,6,14,2009-06-14,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,26
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,June,6,17,2009-06-17,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,19
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,June,6,22,2009-06-22,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,35
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,June,6,25,2009-06-25,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,27
ALAG,Alagnak Wild River,Above Braids [ALAG],2009,June,6,30,2009-06-30,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,9
ALAG,Alagnak Wild River,Above Braids [ALAG],2010,August,8,3,2010-08-03,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,19
ALAG,Alagnak Wild River,Above Braids [ALAG],2010,August,8,6,2010-08-06,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,19
ALAG,Alagnak Wild River,Above Braids [ALAG],2010,August,8,19,2010-08-19,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,15
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,4,2008-08-04,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,18
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,7,2008-08-07,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,24
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,12,2008-08-12,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,30
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,15,2008-08-15,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,32
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,20,2008-08-20,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,25
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,23,2008-08-23,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,42
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,28,2008-08-28,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,28
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,August,8,31,2008-08-31,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,5
ALAG,Alagnak Wild River,Above Braids [ALAG],2008,July,7,1,2008-07-01,Guided Sportfishing,FALSE,TRUE,TRUE,FALSE,FALSE,Designated,50
